sentence_id,text_id,position,sentence
303,17,bc,9、顾某乙的证言：证实案发当天，儿子顾某甲用刀伤着自诉人王某某及他的媳妇钱某某的事实。
304,17,bc,10、王某的证言：证实案发当天，听见王某某家有人在吵，我过去看，就看见顾某乙的儿子还有十多个小伙子，有五、六个小伙子拿着长刀往王某某家砍，我去劝架还被他们打着。
305,17,bc,王某某的媳妇右脚上有一个刀口子，如何伤着我不知道，后王某某就背着他媳妇送到龙庆卫生院治疗。
306,17,bc,11、周某某的证言：证实案发当天，王某某的媳妇钱某某在龙庆卫生院包扎脚上伤口，过了十多分钟，有几个小伙子就来找王某某质问，其中一个小伙子用手往王某某塞了两下，王某某就追着那些人跑，之后王某某的手膀上出血。
307,17,bc,12、赵某的证言：证实案发当天，顾某甲用镰刀挖伤王某某媳妇的右脚上，过了十多分钟在龙庆卫生院门口，顾某甲和王某某在争吵，王某某伸手从他背后抽出菜刀，刚抽出一半就被顾某甲看到，顾某甲就将自己随身带着的一把水果刀往王某某右手上戳过去，之后顾某甲就往卫生院门口的公路跑开了。
308,17,bc,13、钱某乙的证言：证实案发当天，姐姐钱某某右脚上伤着，医生在给她缝合伤口时，听见抢救室外面有人在吼架，出来就看见在龙庆卫生院门口的公路上，我姐夫王某某手上流了很多血，医生包扎后我们又把我姐夫王某某送往师宗救治。
309,17,bc,14、毕某某的证言：证实案发当天，我去龙庆卫生院买药，碰着顾某甲，因是熟人就打了招呼，我买好药出来到门口时看见黑泥田的那个人提着把菜刀追着顾某甲跑，追着顾某甲那个人右手手臂上还有一片血。
310,17,bc,15、顾某甲的户口证明。
311,17,bc,16、病历证明。
312,17,bc,17、出院通知书。
313,17,bc,18、医疗费收据。
314,17,bc,19、用药清单。
315,17,bc,20、鉴定费发票。
316,17,bc,21、交通费发票。
317,17,bc,22、鉴定报告书。
318,17,bc,经质证，被告人顾某甲认为，事发当时自诉人王某某手上拿菜刀追着我砍，争吵时不小心整着他，我不是故意要杀伤他的。
319,17,bc,辩护人认为，钱某某、王某某、周某某的询问笔录有异议，与本案无关联性，对王某、毕某某的询问笔录不作质证。
320,17,bc,其他的证据无异议。
321,17,sc,自诉人王某某诉称：时间时间时间下午6点多钟，我媳妇钱某某因烤烟合同与被告人的父亲顾某乙发生争吵，我在家听见后来到吵架现场，看见我媳妇钱某某和顾某乙各人手里拿着石头，我过去将我媳妇手里的石头抢了丢掉，我把我媳妇喊回家，过了十多分钟，顾某乙的媳妇和儿子媳妇两人来到我家，后顾某乙的媳妇脱下拖鞋就拿来打我，当时被我媳妇钱某某拉着没有打着就歇掉。
322,17,sc,到时间时间中午1点多钟，顾某乙的儿子顾某甲带着很多人并手持凶器来到我家门上砍杀我家，当时被告人顾某甲就用镰刀挖伤我媳妇的右脚，并用烟杆从肩、腰、大腿处又打了七、八下，我在屋里不敢出来，只有打电话报警，龙庆派出所的民警赶到现场，被告人顾某甲才领着他喊的人走掉，我看到我媳妇流血不止，我送她到龙庆卫生院抢救治疗，医生在我媳妇缝合伤口的时候，我站在医院门口，被告人顾某甲又带着几个人来到我面前问我，并说为什么要打他爹，我回答他说是他爹跟我在寨子里嘴都没有吵过一句。
323,17,sc,我话都没有说完，被告人顾某甲从袖子里抽出刀来从我的下手臂戳了一刀，后他们就跑掉。
324,17,sc,我伤后被他人送到师宗县人民医院治疗，由于伤势严重，师宗县人民医院用救护车将我送到曲靖市第一人民医院抢救并住院治疗，经诊断为：右臂刀伤伴肌腱、血管断裂，好转出院后继续在龙庆卫生院康复治疗。
325,17,sc,我的伤经曲靖市珠源司法鉴定中心鉴定：构成轻伤。
326,17,sc,故请求人民法院依法追究被告人顾某甲的刑事责任，并赔偿医疗费120231元，鉴定费600元，误工费48天×92元／天=4416元，护理费48天×92元／天=4416元，住院伙食补助费6天×50元／天=300元，交通费288元，合计220431元。
327,17,sc,其代理人认为，自诉人指控罪名成立，被告人的行为已构成故意伤害罪，应以该罪追究其刑事责任，并赔偿自诉人经济损失。
328,18,bc,被告人古某辩称，对赖某、杨某合法的请求愿意赔偿，表示在法律规定的范围外再补偿赖某0000元，杨某0000元。
329,18,bc,辩护人国某的辩护意见是，原告对本案的发生存在过错，应负一定的责任。
330,18,bc,没有看见赖某、杨某的工资有所减少。
331,18,bc,古某是自首，初犯，建议对其免予刑事处罚。
332,18,sc,附带民事诉讼原告人赖某诉称：请求判令附带民事诉讼被告人古某经济赔偿110000元。
333,18,sc,具体费用为：医疗费：1、住院治疗费：按实际金额计算；2、赴上海治疗费用：按实际金额计算；3、后续治疗费：估算后期可能产生的医疗费用；误工费：39天×304元／天＝11856元；营养费39天×15元／天＝585元；住院伙食补助费39天×15元／天＝585元；护理费39天×80元／天＝3120元；交通费：1800元；鉴定费：按实际金额计算。
334,18,sc,附带民事诉讼原告人杨某诉称：请求判令附带民事诉讼被告人古某经济赔偿346032元。
335,18,sc,具体费用为：1、祛除瘢痕治疗费及住院费：行首次瘢痕组织切除术及美容缝合术以及其他治疗住院费用约计48000元，术后配合激光治疗约33000元／次左右，激光治疗需6—7次，约231000元左右，治疗期间误工费、护理费、交通费、住院伙食补助费、营养费等约58968元（按每次住院20天计算），合计337968元。
336,18,sc,2、在资中县人民医院住院期间的误工费：24天×176元／天＝4224元；营养费24天×15元／天＝360元；住院伙食补助费24天×15元／天＝360元；护理费24天×80元／天＝1920元；交通费：按实际费用计算1200元。
337,18,sc,共计8064元。
338,18,sc,诉讼代理人杨某的意见，对赖某、杨某的赔偿以诉求为基数调解，双方协商一个医院，由被告人方承担医院医疗费。
339,18,sc,被告人不构成自首；对主要事实没供述清楚，是有预谋的；从监控看，是奔跑着追被害人；两个受害人没有过错，杨某与被告人不认识；被告人主观恶性大，没有悔罪表现，只是在谅解的基础上适当补偿，是为了得到刑法上的从轻。
340,19,bc,被告人季某辩护人的辩护意见是：1、被告人季某犯罪时属于限制刑事责任能力人，对事物的性质和自己的行为后果认识不足，季某作案时正处于精神病发病期，依法不应负刑事责任。
341,19,bc,2、本案发生是因为索赔纠纷民间矛盾引起的，被告人主观恶性较小。
342,19,bc,3、被害人自身的行为也是导致本案发生的一个重要原因。
343,19,bc,4、被告人归案后能如实供述自己的犯罪行为，认罪态度较好，有明显的悔罪表现。
344,19,bc,5、被告人季某平时表现一贯良好，没有前科。
345,19,bc,综上，恳请法院考虑被告人季某患病时作案，且现正在治疗中，对被告人季某免予刑事处罚或不负刑事责任。
346,19,bc,对附带民事部分认为，误工费和医疗费用过高，应按照法律规定合理保护。
347,19,bc,附带民事诉讼被告人齐某某辩称，被害人要求赔偿的数额过高，没有能力赔偿。
348,19,bc,被告人宫某某对公诉机关的指控，辩解称，其没有堵门，是被害人让公司员工报警，不让他走，他掏出刀是防身的，他的行为不构成故意伤害罪。
349,19,bc,对附带民事部分，其表示没有赔偿能力，也不应承担民事责任。
350,19,sc,附带民事诉讼原告人李某甲诉称，时间时间，某路桥集团有限公司应某人民政府相邀，承包了某规划局作为业主发包的市政工程改造施工工程。
351,19,sc,原告人受公司委派到某路桥集团有限公司驻四平项目部负责人。
352,19,sc,时间时间时间下午，原告人在四平项目办公室接待了自称是业主方工作人员的二被告人，二被告人向原告人说明要求原告人赔偿其前几天车辆肇事损失30万元，原告人告知被告人季某、宫某某应找四平市交警支队查明原因，二被告人认为原告人推脱，便在项目部持刀追打原告人，原告人在躲避中被绊倒在地上，被被告人季某捅刺前胸，被告人又捅第二刀时被原告人用胳膊挡住，此时被告人宫某某手持利刃叫骂着守住项目部门口，抵挡、威胁项目部在场人员营救。
353,19,sc,被告人季某还手持双节棍、刀子在身后猛追猛打，后二被告人见人多便逃离现场。
354,19,sc,附带民事诉讼原告人被送往四平市第一人民医院抢救治疗，后又转吉林省人民医院治疗，住院26天，诊断为：腹部开放性损伤、急性慢性腹膜炎、失血性休克、胃破裂、肝破裂、小网膜破裂、右前臂擦皮伤、胸部闭合性损伤、双肺挫伤、双侧胸腔积液、右腕骨撕裂骨折、双肺肺炎，被鉴定为重伤和八级伤残。
355,19,sc,二被告人经过事先预谋，持刀、双节棍到某路桥集团公司四平项目部无事生非，蓄意伤人，其行为已触犯刑法，原告人请求对二被告人从重处罚，并判令被告人季某、宫某某共同赔偿原告人经济损失人民币50万元。
356,20,bc,被告人张某辩称，其家与被害人家是邻居，因宅基地盖房子的事双方有矛盾，为这事还报过警，之后虽然经村委会调解房子盖了起来，但他家一直往自家正在盖房用的沙子上倒脏东西，当天又因为这事发生口角，其从家里拿了一把刀就去了，其就是去吓唬他们，没有想把人砍伤。
357,20,bc,是其进到被害人家院子里，用刀把任某砍了，是砍在胳膊上两刀，还拿刀砍了张某甲，之后其拿刀走了，后来回来自首的。
358,20,bc,其是打完之后才发现其父亲也进到他家门了，当时其父亲就拿了一个木头棒子。
359,20,bc,其对被害人任某的重伤鉴定有异议，要求重新鉴定。
360,20,bc,辩护人的辩护意见：1、被告人自动投案，如实供述打伤任某的犯罪事实，系自首，应从轻或减轻处罚。
361,20,bc,2、本案是由民间矛盾引发的，应从轻处罚。
362,20,bc,3、被告人系初犯，平时表现良好。
363,20,bc,附带民事诉讼的代理意见：对住院伙食补助费不持异议；应以实际误工和收入来计算；交通费无票据。
364,20,bc,提供西北留村委会出具的证明。
365,20,bc,附带民事诉讼被告人张某己的诉讼代理人的代理意见：对住院伙食补助费不持异议；应以实际误工和收入来计算；交通费无票据。
366,20,sc,附带民事诉讼原告人任某、张某甲诉称，二被告人与原告人宅基地问题的纠纷已经村委会调解处理，而且二被告人家的房屋已建好。
367,20,sc,当天二被告人持刀、持锄头闯进其家中将张某甲砍成轻伤，任某砍成重伤，并致六级伤残。
368,20,sc,要求被告人张某、张某己赔偿张某甲医疗费114878元、住院伙食补助费850元（17天×50元）；误工费住院期间：17天×1152元（按时间省平均工资42532元），出院后1个月×35433元；护理费19884元（17天×1152元），合计198479元。
369,20,sc,赔偿任某医疗费363694元；住院伙食补助费850元（17天×50元）；误工费住院期间：17天×1152元，评残前24个月×35433元；护理费住院期间39668元（2人×17天×1152元）；出院后35433元（1人×1个月×35433元）；交通费1000元；××六级：225800元（时间×22580元）合计3585671元。
370,20,sc,提供如下证据：任某、张某甲诊断证明书、住院收费收据及门诊收费收据、任某、张某甲住院病历及费用清单。
371,21,bc,被告人林某承认控罪，但辩解未打电话让人带钢管过来，也没有叫人。
372,21,bc,其辩护人对指控罪名无异议，辩称被告人林某应当被认定为从犯，应从轻或者减轻处罚。
373,21,bc,一、整个事件的引起人是黄某等人，林某最初的动机只是想从中调停，而不是激化矛盾；二、是黄某叫来黄某，黄某又叫来阿某等人，并让阿某携带钢管到现场，林某并未叫人来，也没叫人带钢管来；三、林某虽然也有参与殴打被害人卢某甲，但卢某甲的伤势主要是由黄某、黄某、阿某等人造成的，其行为应当认定为从犯；四、被告人林某自愿认罪，对犯罪事实供认不讳，具有明显的悔罪表现，属于坦白，依法可以从轻处罚；五、被告人林某犯罪时才刚满18岁，涉世未深，由于交友不慎，才误入歧途，之前虽有被判刑的记录，但其行为均发生在被采取强制措施之前，因此，不属于前科或累犯；据此，希望法庭依法认定其为从犯在量刑定罪时能从轻或者减轻处罚，给被告人一个改过自新的机会。
374,21,bc,被告人肖某承认控罪，但辩称其没有直接殴打被害人，只是带了钢管到现场，起了协助作用，希望对其从轻处罚。
375,21,bc,对附带民事诉讼请求，被告人林某未答辩，其代理人认为，对于医疗费应当支付，对于第二项误工费计算没有异议，但是误工的天数应当以医院的医嘱为依据。
376,21,bc,对于第三项住院天数应该是23天，护理费应该以23天计算。
377,21,bc,对于第四项原告没有提供发票，没有依据，请求法庭予以确认。
378,21,bc,对于营养费请法庭予以确认，其认为3000元比较合理。
379,21,bc,对于交通费，对方也没有提供发票，没有依据。
380,21,bc,关于残疾赔偿金这不属于刑事赔偿范围。
381,21,bc,根据了解，同案的黄某、黄某已经赔偿了被害人12万元的赔偿，原告人的损失已经得到了全部赔偿，请求法庭调取黄某两人的案卷，但是被告人也是愿意支付一定的赔偿费，希望得到对方的谅解。
382,21,bc,被告人肖某未答辩，称由法院依法判处。
383,21,sc,附带民事原告人诉称：时间时间时间，被告人一、被告人二等因与他人发生纠纷，将坐在罗湖区LV酒吧门口凳子上的原告人误以为是冲突对方的人，手持钢管进行殴打，原告人被打至昏迷。
384,21,sc,作案后，两被告人逃跑。
385,21,sc,经法医鉴定，原告人伤情为重伤二级。
386,21,sc,因伤情严重，原告人于时间时间时间入院深圳市罗湖区人民医院。
387,21,sc,经手术治疗，原告人于时间时间时间出院，实际住院共24天。
388,21,sc,截至起诉之日，原告人仍全休在家，无法工作，日常生活受到诸多限制。
389,21,sc,时间时间时间，经司法鉴定，原告人伤残等级构成一个九级伤残、一个十级伤残。
390,21,sc,原告人认为，两被告人实施的故意伤害行为，给原告人造成了损害，应共同对原告人的全部损失承担连带赔偿责任。
391,21,sc,据此，原告人诉称二被告人连带赔偿原告人损失共计2029957元。
392,21,sc,为证明其起诉事实，附带民事诉讼原告人并向法院提交了住院病案、收据、司法鉴定意见书、医疗收费票据等证据。
393,21,sc,庭审过程中，证人李某钦出庭作了陈述，其证实被告人肖某案发当晚带了钢管到现场，但未实际参与打斗。
394,22,bc,被告人刘某辩称，时间时间时间这天，大银甸水库里的水怎么流到我家塘子里的我不清楚，是张某先打了我两拳，我才用锄头打伤张某的。
395,22,bc,我怕张某家打着我，从事发现场到派出所投案了。
396,22,bc,后来我家垫付了张某医疗费6000元，我的行为构成犯罪了，愿意依法赔偿。
397,22,bc,被告人刘某的辩护人暨诉讼代理人郭某辩称，被告人刘某认可其致张某轻伤二级，但当天被告人刘某放水到3点后，应该是胡某家放水，是胡某家管理不当致使自诉人张某家田被淹。
398,22,bc,被告人刘某发现后打电话给水管所，水管所答复可能是后边的人忘记接水。
399,22,bc,当被告人刘某准备去排水时，自诉人张某打了被告人刘某两拳，被告人刘某才用锄头打伤自诉人张某的肩部，是在双方有争执后才实施的行为。
400,22,bc,自诉人张某没有查明事情原委就殴打刘某，处理方式不当引发本案，双方都有过错。
401,22,bc,被告人刘某在案发后主动到派出所说明情况，如实供述了伤害自诉人张某的事实，是自首；事后，被告人刘某积极垫付自诉人张某的医疗费6000元，认罪态度好；本案较其他严重的犯罪，社会危害较小，被告人刘某的犯罪行为较轻，建议免予刑事处罚。
402,22,bc,民事部分，医疗费以单据为准，护理费、误工费计算天数不应以鉴定天数主张，营养费主张标准过高，应以住院天数计算，住院伙食补助费没有意见，后续治疗费没有实际产生，不应支持，鉴定费认可伤情鉴定的费用，三期、后续治疗费的评估费不予认可，交通费主张过高，且只能计算其本人的交通费，自诉人存在过错，自诉人应承担20%-30%的责任。
403,22,sc,自诉人暨附带民事诉讼原告人张某及其诉讼代理人何某诉称，自诉人张某与被告人刘某系同村人，时间时间时间，被告人刘某往自家鱼塘抽水，因水量过剩淹没了我家葡萄田，田里种植的葡萄和豌豆遭受严重损失。
404,22,sc,自诉人张某找到被告人刘某说理，要求其采取措施，将田里的水排出。
405,22,sc,但被告人刘某未予理睬，自诉人张某以为被告人刘某会妥善处理，不料自诉人张某刚走到鱼塘东北角时，被告人刘某拿着锄头走到自诉人张某跟前，举起锄头将自诉人张某打倒在地，还继续用锄头对我实施殴打。
406,22,sc,得知自诉人张某被打伤后，自诉人张某的母亲打了120并立即报警。
407,22,sc,自诉人张某被送往宾川县人民医院住院治疗17天，因伤势未愈，出院后继续到宾川鑫月医院、平川开言骨伤科诊所治疗，共支付医疗费人民币84944元。
408,22,sc,经诊断，自诉人张某的伤情为：左侧肩胛骨骨折、右侧肩峰撕脱性骨折、右股骨外侧踝、外侧胫骨骨骨挫伤，经鉴定，自诉人张某的伤情达轻伤二级，需后续治疗费人民币6000元，误工期时间、护理期时间、营养期时间。
409,22,sc,针对上述诉称事实及请求，自诉方申请出示了本院依职权向本院（2017）云2924民初166号卷宗所调取的相关证据，并向法庭出示了相应的民事证据。
410,22,sc,自诉方认为，被告人刘某无视国家法律，故意伤害自诉人张某的身体达轻伤二级，其行为已触犯《中华人民共和国刑法》第二百三十四条第一款之规定，构成故意伤害罪。
411,22,sc,被告人刘某认罪态度差，无悔罪表现，建议对被告人刘某判处有期徒刑一年零六个月以上三年以下有期徒刑。
412,22,sc,"因被告人刘某的犯罪行为致使自诉人张某遭受的经济损失，应当依法赔偿,请求判令被告人刘某赔偿附带民事诉讼原告人张某医疗费84944元、误工费56280元、护理费28140元、住院伙食补助费1700元、营养费1500元、后续治疗费6000元、鉴定费1700元、交通费800元，共计人民币286364元。"
413,23,bc,被告人李某云辩称，其没有用洋镐砸肖某某的右脚，肖某某右脚的伤不是其造成的，承认与肖某某进行了撕打，但不知道肖某某胸部的伤是怎么造成的。
414,23,bc,请求法院对其公正处理。
415,23,bc,辩护人的辩称意见是，指控被告人李某云犯故意伤害罪，事实不清，证据不足，依法不能成立。
416,23,bc,理由如下：1、被告人是在被害人用砖块将其头部打伤又将其按倒在地后，才与被害人发生撕打，被告人没有伤害他人的故意，其在反抗时即使造成被害人轻伤，也是一种过失行为，根据法律规定，过失致人轻伤不构成犯罪。
417,23,bc,2、被害人无理阻拦被告人在自己宅基地上施工，进而伤害被告人是引起本次案件的主因，具有重大过错。
418,23,bc,3、本案现有证据没有形成完整的证据链条，仅依靠双方有肢体接触就推断被告人实施了伤害行为是不能成立的。
419,23,sc,附带民事诉讼原告人肖某某、马某、李某某诉称，时间时间时间，被告人在原告人的出路上及门口挖院墙地基，原告人阻止时，被告人夫妻二人对原告人大打出手，致使原告人肖某某右脚和右侧肋骨骨折，构成轻伤二级及十级伤残，住院治疗137天，花去医疗费10445元。
420,23,sc,马某轻微伤，住院治疗17天，支付医疗费35822元，给原告人造成了重大经济损失和精神损害，请求依法追究被告人李某云的刑事责任，被告人李某云与王某坤连带赔偿原告人经济损失共计1088219元。
421,23,sc,委托代理人代理意见是，依法以故意伤害罪追究被告人李某云的刑事责任，被害人对事件的发生没有过错，未对被害人进行任何民事赔偿，依法应从重处罚。
422,23,sc,其行为给被害人造成的经济损失，应予以赔偿。
423,24,bc,被告人范某娜自愿认罪。
424,24,bc,同意在合理的范围内赔偿原告人的经济损失，同时表示其家庭经济困难无赔偿能力。
425,24,bc,在庭审过程中辩解：其未伤害李某彩。
426,24,bc,辩护人殷某提出如下辩护观点：1、被告人范某娜平时表现一贯较好，无前科。
427,24,bc,2、被告人范某娜有自首情节。
428,24,bc,3、被告人范某娜长期患有抑郁病，受害人在本案中也有一定的过错，应适当减轻被告人的刑罚。
429,24,bc,4、被害人受伤后，被告人主动为被害人支付了10000元医疗费。
430,24,bc,5、被告人认罪态度较好。
431,24,bc,6、被告人的孩子现正在哺乳期，本案系家庭内部纠纷引起的，建议法庭对被告人适用缓刑。
432,24,sc,附带民事诉讼原告人李某诉称：被告人范某娜系原告人的弟媳妇。
433,24,sc,时间时间时间晚，双方发生争执后，范某娜持匕首将原告人身体多处捅伤，并将在场人李某彩也捅伤。
434,24,sc,原告人受伤后到临沭县中医医院住院治疗。
435,24,sc,现要求被告人范某娜赔偿医药费等经济损失20万元。
436,24,sc,其代理人李某提出如下代理意见：1、依法追究被告人的刑事责任，并从重处罚。
437,24,sc,2、被告人的犯罪行为危害性极大、社会影响非常恶劣，依法应予以严惩。
438,24,sc,3、不仅追究被告人的刑事责任，且应当追究其民事责任。
439,24,sc,要求被告人赔偿受害人医疗损失及精神损失共20万余元。
440,25,bc,被告人雷某辩称，时间时间时间下午14时许，被告人雷某、雷某雇用他人装载机在大满镇和平林场张掖市良汉养殖农民专业合作社北墙处平整荒地。
441,25,bc,下午15时许，自诉人和原告人开车到现场，阻拦挖掘机推地。
442,25,bc,为此，两被告人与自诉人、原告人发生打架是事实，但在打架过程中，双方是互殴行为，且在撕打过程中，被告人雷某并没有实施咬伤自诉人右耳朵的行为。
443,25,bc,另外，对双方之间地界的问题，在时间已经村委会进行调解处理，并达成了协议，两被告人推地的行为并没有危害到自诉人养殖场的安全。
444,25,bc,被告人并没有伤害自诉人的故意，且纠纷是因自诉人及原告人首先挡车才引发的，被告人的行为不构成犯罪，但对自诉人及原告人的合理经济损失同意予以赔偿。
445,25,bc,重审中被告人雷某辩称，对自诉人指控的犯罪事实有异议。
446,25,bc,从自诉人提供的视频中可以看出距离三米处还有两个摄像头，但是自诉人没有提供该视频。
447,25,bc,本案中自诉人已经提供法庭的视频看不出被告人咬他耳朵的事实，因此，自诉人所指控的被告人构成故意伤害的事实不成立，自诉人所描述的案件事实与真实情况不符。
448,25,bc,自诉人与被告人所争议的荒地早有矛盾，村委会对该荒地作出了处理。
449,25,bc,被告人对荒地进行推平，自诉人张某和原告人朱某到现场后，拦住不让被告人推整荒地，且开着自己的小车追赶碾压被告人，才导致被告人与自诉人及原告人发生撕扯。
450,25,bc,被告人推整荒地没有侵犯自诉人及原告人的利益，同时，自诉人及原告人对被告人也进行了殴打，只是被告人没有住院治疗。
451,25,bc,自诉人指控被告人将自诉人右耳咬伤致使右耳缺失的事实不存在。
452,25,bc,自诉人所诉的村委会书记和治保主任不敢管的事实也不符，当时村委会书记和治保主任已经在做调解工作。
453,25,bc,自诉人及原告人所诉的各项经济损失不符合相关法律规定。
454,25,bc,被告人在庭前已向法庭预交了15000元赔偿款。
455,25,bc,辩护人的辩解意见：被告人雷某主观上没有伤害自诉人的故意;被告人雷某与自诉人在相互撕扯过程中，有互殴行为，应减轻被告人雷某的责任;自诉人造成轻伤的是右耳外伤性缺失，而被告人雷某并没有实施对自诉人右耳损伤的侵害行为，该损害后果的形成与被告人雷某无关;纠纷发生是因自诉人首先不遵守经村委会主持达成的协议而私自阻挡被告人推地的行为才引发的，自诉人对纠纷的发生存在明显的过错；被告人雷某愿意在分清责任的前提下承担相应的赔偿责任。
456,25,bc,被告人雷某已在庭前交纳赔偿款15000元，确有认错悔错表现，应从轻处罚。
457,25,bc,被告人雷某辩称，因自诉人及原告人阻挡被告人推地，引起双方发生撕打、互殴，并致自诉人和原告人受伤的情况属实，被告人并没有致伤自诉人的故意，只是在互殴过程中致自诉人和原告人受伤，且现自诉人的轻伤是右耳廊外伤性缺失，但被告人并没致伤自诉人右耳，故被告人的行为不构成犯罪，不承担刑事责任，对自诉人和原告人的合理经济损失，愿意按责任比例赔偿。
458,25,bc,被告人雷某重审庭审中辩称，对自诉人指控的犯罪事实有异议。
459,25,bc,打架事实存在，但被告人没有咬自诉人的耳朵。
460,25,bc,双方的地界问题时间村委会就进行了调解，本次纠纷的发生是自诉人故意挑起事端引起的，而之前自诉人对被告人的侵害，被告人报警后，派出所都没有出警并进行处理。
461,25,sc,自诉人暨附带民事诉讼原告人张某诉称，时间时间时间下午14时许，被告人雷某、雷某雇用他人装载机在大满镇和平林场张掖市良汉养殖农民专业合作社北墙处非法平整荒地，妨碍自诉人养殖场的安全。
462,25,sc,自诉人先向镇土管部门反映情况后，便前去阻拦。
463,25,sc,自诉人及原告人开车到现场，下车后还未开口劝阻，被告人雷某便上前用拳脚殴打自诉人，被告人雷某也扑过来用铁锹殴打自诉人，将自诉人头部、背部、四肢等处致伤，同时，被告人还将自诉人的右耳咬伤。
464,25,sc,在此期间，原告人朱某见状前去劝阻时，也遭到两被告人的殴打。
465,25,sc,村支部书记及治保主任闻讯到场后，两被告人还对自诉人及原告人进行殴打。
466,25,sc,"自诉人的伤情经张掖市人民医院诊断为\耳廓外伤性缺损、额部裂伤、胸背部软组织挫伤、丙型病毒性肝炎等\""，先后支付医疗费用88670元。"""
467,25,sc,自诉人的伤势经甘州区公安局刑事科学技术鉴定为轻伤一级，并经甘肃众信司法医学鉴定所鉴定为十级伤残。
468,25,sc,现要求依法追究两被告人故意伤害罪的刑事责任，并要求两被告人赔偿各项经济损失1275720元。
469,25,sc,附带民事诉讼原告人朱某诉称，时间时间时间下午14时许，因被告人雷某、雷某雇用他人装载机在大满镇和平林场张掖市良汉养殖农民专业合作社北墙处非法平整荒地，妨碍养殖场的安全。
470,25,sc,原告人和自诉人开车到现场后，刚下车，自诉人即被被告人雷某和雷某殴打致伤。
471,25,sc,原告人上前劝阻时，也被两被告人殴打致伤。
472,25,sc,"原告人的伤情经张掖市人民医院诊断为\颅脑损伤、头皮裂伤\""，先后支付医疗费用16899元，现要求两被告人赔偿各项经济损失148699元。"""
473,26,bc,被告人陈某乙辩称：其将自诉人打伤是事实。
474,26,bc,其与陈某甲系亲兄弟关系，是因家庭矛盾发生口角，陈某甲至被告人家中闹事，继而发生互殴，其一时冲动将自诉人打伤，愿意赔偿其合理经济损失。
475,26,bc,各项费用由法庭依法核实。
476,26,bc,辩护人董某的辩护意见是：1、本案因家庭矛盾引起，双方都有一定的责任。
477,26,bc,2、被告人主观恶性不大，犯罪行为社会危害性小。
478,26,bc,3、被告人平时表现较好，没有前科劣迹。
479,26,bc,4、各项费用由法庭依法核实。
480,26,bc,5、被告人陈某乙已主动先行缴纳赔偿款人民币3000元至法院。
481,26,sc,自诉人暨附带民事诉讼原告人陈某甲诉称：自诉人暨附带民事诉讼原告人陈某甲与被告人陈某乙系同胞兄弟，于时间因分家问题产生矛盾。
482,26,sc,时间时间时间上午，自诉人暨附带民事诉讼原告人陈某甲向被告人陈某乙索要借款，双方发生纠纷，被告人陈某乙持铁棍将自诉人暨附带民事诉讼原告人陈某甲头部打伤，后公安机关出警调解无果。
483,26,sc,同年时间时间晚，自诉人暨附带民事诉讼原告人陈某甲再次向被告人陈某乙索要借款时，被告人陈某乙用菜刀砍伤自诉人暨附带民事诉讼原告人陈某甲头面部，又用螺丝刀将自诉人暨附带民事诉讼原告人陈某甲后脑部戳伤。
484,26,sc,经鉴定自诉人暨附带民事诉讼原告人陈某甲的伤情构成轻伤。
485,26,sc,被告人陈某乙触犯了刑法，并造成自诉人暨附带民事诉讼原告人陈某甲物质损失，请求本院依法判令被告人陈某乙向自诉人暨附带民事诉讼原告人陈某甲赔偿各项经济损失合计851332元。
486,26,sc,自诉人暨附带民事诉讼原告人陈某甲并向法庭提交了受案登记表、询问笔录、伤情照片、医疗费发票、法医学人体损伤程度鉴定书等证据。
487,27,bc,被告人李某辩称，其抢夺自诉人肖某用以打其的铲子并致自诉人肖某受伤，其行为属于正当防卫。
488,27,bc,请求法院驳回自诉人肖某的起诉。
489,27,bc,辩护人提出的辩护意见是：被告人李某没有伤害自诉人肖某的故意，在与自诉人肖某抢夺铲子的过程中，没有实施伤害自诉人肖某的行为，泰兴市公安局物证鉴定室出具的泰公物鉴（法检）字（2014）297号《法医学人体损伤程度鉴定书》中的检验对象为家×××住×××，而非本案的自诉人，故自诉人肖某控诉被告人李某犯故意伤害罪，证据不足。
490,27,bc,关于附带民事诉讼部分，被告人李某对自诉人肖某要求赔偿医疗费人民币41546元无异议；对自诉人肖某要求赔偿营养费1200元、护理费5100元、误工损失费36000元有异议，因自诉人肖某未提供相关医嘱需要加强营养，自诉人肖某未住院治疗无需护理，自诉人肖某时间未从事瓦工作业，一直经营油坊，误工损失费不应按瓦工行业确定误工损失数额，误工日期不应为180天，根据公安部关于受伤人员误工日期评定准则最多90天；对自诉人肖某要求赔偿交通费2000元有异议，自诉人提供的交通费票据只有300余元，根据自诉人肖某到医院就诊的次数8次计算，交通费亦不需要2000元，至于交通费应赔偿多少，由法院酌情予以确定。
491,27,bc,被告人李某及其辩护人未向本院提交证据材料予以证实上述辩解和辩护意见。
492,27,bc,为查明案件事实，本院依法调取了泰兴市公安局根思派出所于时间时间时间从李某之父李某处提取的肖某与李某抢夺的铁铲，泰兴市公安局物证鉴定室法医检验档案；重新委托泰州市公安局物证鉴定所对自诉人肖某的伤情及因果关系进行重新鉴定，泰州市公安局物证鉴定所出具了（泰）公（物）鉴（法）字（2015）481号《法医学人体损伤程度鉴定书》。
